Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Vote_Group,Release_Year
10-07-2015,Bāhubali: The Beginning,55.301,555,7.5,"['Action', 'Drama']",High,2015
13-07-2018,Pokémon the Movie: The Power of Us,55.229,139,7,"['Animation', 'Family', 'Adventure', 'Fantasy']",Medium,2018
30-11-1993,Schindler's List,55.225,12474,8.6,"['Drama', 'History', 'War']",High,1993
07-03-2014,Noah,55.213,5292,5.6,"['Drama', 'Adventure']",Medium,2014
13-04-2012,The Three Stooges,55.137,435,5.7,['Comedy'],Medium,2012
10-11-2004,The Polar Express,55.134,5013,6.7,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",Medium,2004
18-07-2015,Pokémon the Movie: Hoopa and the Clash of Ages,55.119,194,6.7,"['Family', 'Adventure', 'Animation', 'Action', 'Fantasy']",Medium,2015
13-09-2019,Tall Girl,55.065,1578,6.4,"['Comedy', 'Drama', 'Romance']",Medium,2019
14-02-2010,Shutter Island,55.023,19491,8.2,"['Drama', 'Thriller', 'Mystery']",High,2010
11-11-2004,Seed of Chucky,54.999,1154,5.4,"['Horror', 'Comedy']",Medium,2004
07-10-2017,House of the Witch,54.976,113,4.8,"['Horror', 'TVMovie']",Low,2017
13-09-2019,Freaks,54.974,822,6.8,"['ScienceFiction', 'Thriller', 'Drama', 'Mystery']",Medium,2019
03-11-2004,Mulan II,54.951,1929,6.5,"['Animation', 'Comedy', 'Family', 'Action']",Medium,2004
08-10-2021,Madres,54.915,50,6.2,['Horror'],Medium,2021
08-04-2021,Instructions for Su,54.907,76,7.9,"['Comedy', 'Drama']",High,2021
22-03-2010,Kick-Ass,54.899,9966,7.1,"['Action', 'Crime']",High,2010
20-11-2007,Enchanted,54.877,4515,6.8,"['Comedy', 'Family', 'Fantasy', 'Romance']",Medium,2007
26-07-2012,The Watch,54.873,1905,5.5,"['Comedy', 'Action', 'ScienceFiction']",Medium,2012
24-08-2001,Sex and Lucía,54.84,386,6.6,"['Drama', 'Romance']",Medium,2001
31-01-2003,Final Destination 2,54.819,3104,6.2,"['Horror', 'Mystery']",Medium,2003
06-08-2010,Flipped,54.818,2050,7.9,"['Romance', 'Drama']",High,2010
05-08-2006,Naruto: Guardians of the Crescent Moon Kingdom,54.766,235,7.1,"['Adventure', 'Animation', 'Action']",High,2006
02-09-2011,Seeking Justice,54.742,808,5.9,"['Action', 'Drama', 'Thriller']",Medium,2011
23-04-2010,The Losers,54.632,1399,6.3,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Medium,2010
23-04-2021,Together Together,54.514,70,6.9,['Comedy'],Medium,2021
06-02-2009,He's Just Not That Into You,54.498,3030,6.5,"['Comedy', 'Romance', 'Drama']",Medium,2009
04-08-2010,The Man from Nowhere,54.492,956,7.7,"['Action', 'Thriller', 'Crime']",High,2010
06-06-2007,Ocean's Thirteen,54.487,5196,6.7,"['Crime', 'Thriller']",Medium,2007
14-09-2007,Paranormal Activity,54.486,4093,6,"['Horror', 'Mystery']",Medium,2007
24-04-2020,Extraction,54.35,4369,7.4,"['Drama', 'Action', 'Thriller']",High,2020
21-12-2009,Alvin and the Chipmunks: The Squeakquel,54.314,2350,5.6,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",Medium,2009
10-07-2021,The Match,54.297,21,6.1,"['Drama', 'History']",Medium,2021
09-12-2021,The Hating Game,54.241,298,7.6,"['Comedy', 'Romance']",High,2021
25-08-2016,Mechanic: Resurrection,54.185,2696,5.9,"['Action', 'Crime', 'Thriller']",Medium,2016
18-03-2021,A Dog Named Palma,54.137,122,8.4,"['Family', 'Romance']",High,2021
23-03-1990,Pretty Woman,54.134,6268,7.4,"['Romance', 'Comedy']",High,1990
25-05-2016,Warcraft,54.12,5675,6.3,"['Action', 'Adventure', 'Fantasy']",Medium,2016
08-08-2019,Dora and the Lost City of Gold,54.107,1366,6.8,"['Adventure', 'Comedy', 'Family']",Medium,2019
25-12-2007,Aliens vs Predator: Requiem,54.012,2144,5.1,"['Fantasy', 'Action', 'ScienceFiction', 'Thriller', 'Horror']",Medium,2007
30-08-2019,Tod@s Caen,53.988,419,7.7,['Comedy'],High,2019
10-10-2019,The Addams Family,53.976,1734,6.7,"['Family', 'Animation', 'Comedy']",Medium,2019
10-06-2005,The Adventures of Sharkboy and Lavagirl,53.952,1169,5.1,"['Adventure', 'Family', 'ScienceFiction']",Medium,2005
27-06-2018,Sicario: Day of the Soldado,53.927,2678,6.9,"['Action', 'Crime', 'Drama', 'Thriller']",Medium,2018
07-02-2020,Wotakoi: Love is Hard for Otaku,53.814,37,7.1,"['Comedy', 'Romance']",High,2020
21-10-2015,The Last Witch Hunter,53.805,3069,5.9,"['Fantasy', 'Action', 'Adventure', 'ScienceFiction']",Medium,2015
10-04-2009,Hannah Montana: The Movie,53.768,1712,6.6,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",Medium,2009
30-07-2011,Chunin Exam on Fire! and Naruto vs. Konohamaru!,53.763,20,7.7,"['Animation', 'Action']",High,2011
20-05-2009,Princess Protection Program,53.754,1472,6.6,"['Family', 'TVMovie', 'Comedy', 'Drama']",Medium,2009
25-06-2004,Spider-Man 2,53.75,12315,7.2,"['Action', 'Adventure', 'Fantasy']",High,2004
05-01-2022,How I Fell in Love with a Gangster,53.747,113,6.8,"['Crime', 'Drama']",Medium,2022
26-05-2010,Sex and the City 2,53.747,1369,6.1,"['Comedy', 'Drama', 'Romance']",Medium,2010
14-01-2016,The 5th Wave,53.719,5037,5.9,"['ScienceFiction', 'Adventure', 'Action']",Medium,2016
12-12-2014,Seventh Son,53.695,2139,5.5,"['Adventure', 'Fantasy']",Medium,2014
25-10-2007,Saw IV,53.656,2878,6.1,"['Horror', 'Thriller', 'Crime']",Medium,2007
28-01-2016,The Ten Commandments: The Movie,53.618,243,7.3,['Drama'],High,2016
27-10-2006,Saw III,53.609,3450,6.4,"['Horror', 'Thriller', 'Crime']",Medium,2006
18-07-2013,R.I.P.D.,53.6,3137,5.8,"['Fantasy', 'Action', 'Comedy', 'Crime']",Medium,2013
18-03-2017,Kuroko's Basketball the Movie: Last Game,53.593,75,7.8,['Animation'],High,2017
28-08-2015,War Room,53.592,351,7.9,"['Drama', 'Romance']",High,2015
06-01-2017,Kizumonogatari Part 3: Reiketsu,53.544,136,8.1,"['Animation', 'Fantasy', 'Mystery']",High,2017
24-11-2021,The Hand of God,53.536,1029,7.7,['Drama'],High,2021
28-04-2009,Legally Blondes,53.5,212,5.6,['Comedy'],Medium,2009
26-11-2002,Treasure Planet,53.494,3264,7.5,"['Adventure', 'Animation', 'Family', 'Fantasy', 'ScienceFiction']",High,2002
13-06-2020,LEGO Monkie Kid: A Hero Is Born,53.465,5,5.4,"['Animation', 'TVMovie', 'Action', 'Comedy', 'Fantasy']",Medium,2020
07-06-2018,Hereditary,53.432,5610,7.2,"['Horror', 'Mystery', 'Thriller']",High,2018
19-02-2021,Flora & Ulysses,53.402,179,6.6,"['Family', 'Adventure', 'Comedy', 'Fantasy']",Medium,2021
07-05-2021,Here Today,53.319,93,7.4,"['Comedy', 'Drama']",High,2021
10-09-2020,The Babysitter: Killer Queen,53.304,1046,6.5,"['Comedy', 'Horror']",Medium,2020
05-04-2013,Evil Dead,53.261,3595,6.5,['Horror'],Medium,2013
01-09-2010,Machete,53.258,2659,6.3,"['Action', 'Comedy', 'Thriller']",Medium,2010
08-09-2020,Sputnik,53.249,454,6.5,"['ScienceFiction', 'Drama', 'Horror']",Medium,2020
19-10-2018,Hunter Killer,53.246,1660,6.8,"['Action', 'Thriller']",Medium,2018
14-12-2016,Ballerina,53.187,1582,7.2,"['Animation', 'Adventure', 'Comedy', 'Family']",High,2016
13-06-2007,Fantastic Four: Rise of the Silver Surfer,53.179,6657,5.6,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Medium,2007
08-10-2020,Flashback,53.157,182,6.5,"['Thriller', 'Horror']",Medium,2020
21-07-2011,Friends with Benefits,53.144,6705,6.7,"['Romance', 'Comedy']",Medium,2011
12-03-2021,War of Likes,53.125,224,7.8,['Comedy'],High,2021
01-06-2016,Teenage Mutant Ninja Turtles: Out of the Shadows,53.121,2831,6,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']",Medium,2016
25-12-2015,The Revenant,53.111,15554,7.5,"['Western', 'Drama', 'Adventure']",High,2015
16-05-2014,The Fault in Our Stars,53.11,9866,7.6,"['Romance', 'Drama']",High,2014
25-01-2019,School-Live!,53.087,14,7.1,"['Horror', 'Action']",High,2019
09-04-2004,Ella Enchanted,52.965,1524,6.4,"['Family', 'Fantasy', 'Comedy']",Medium,2004
06-05-1988,Dead Heat,52.956,126,6,"['Action', 'Horror', 'ScienceFiction', 'Thriller']",Medium,1988
12-11-2014,Dumb and Dumber To,52.931,2625,5.5,['Comedy'],Medium,2014
13-02-2014,Tinker Bell and the Pirate Fairy,52.89,777,6.8,"['Animation', 'Family']",Medium,2014
09-08-2008,Tropic Thunder,52.883,4778,6.6,"['Action', 'Comedy', 'Adventure', 'War']",Medium,2008
01-06-2021,Super Monsters: Once Upon a Rhyme,52.867,60,6.4,['Animation'],Medium,2021
12-06-2014,The Last Survivors,52.818,162,6.3,"['Horror', 'Thriller', 'Action']",Medium,2014
08-06-1984,Ghostbusters,52.817,7194,7.5,"['Comedy', 'Fantasy']",High,1984
12-09-2021,The Mad Women's Ball,52.807,174,7.2,"['Drama', 'Thriller', 'History']",High,2021
07-04-2016,The Jungle Book,52.796,7026,6.9,"['Family', 'Adventure', 'Drama', 'Fantasy']",Medium,2016
05-05-2019,Naruto to Boruto: The Live 2019,52.778,20,6.6,['Documentary'],Medium,2019
30-05-2012,Snow White and the Huntsman,52.777,6916,6,"['Adventure', 'Fantasy', 'Drama']",Medium,2012
18-11-2021,The Princess Switch 3: Romancing the Star,52.763,279,7,"['Romance', 'Comedy']",Medium,2021
25-12-2014,The Interview,52.761,4824,6.2,"['Action', 'Comedy']",Medium,2014
25-12-2008,Marley & Me,52.759,3892,7.2,"['Comedy', 'Family']",High,2008
20-11-2009,The Blind Side,52.743,4967,7.7,['Drama'],High,2009
14-11-2014,The Imitation Game,52.741,14390,8,"['History', 'Drama', 'Thriller', 'War']",High,2014
12-04-2018,Truth or Dare,52.706,3424,6,"['Thriller', 'Horror']",Medium,2018
11-05-2016,The Angry Birds Movie,52.701,2948,6.2,"['Animation', 'Adventure', 'Comedy']",Medium,2016
12-07-1991,Boyz n the Hood,52.687,1406,7.6,"['Drama', 'Crime']",High,1991
11-02-2009,Friday the 13th,52.65,1977,5.8,['Horror'],Medium,2009
16-08-1996,Bordello of Blood,52.626,270,5.9,"['Horror', 'Comedy']",Medium,1996
16-09-2005,Pride & Prejudice,52.622,6348,8.1,"['Drama', 'Romance']",High,2005
15-03-2017,The Lost City of Z,52.565,2315,6.4,"['Adventure', 'Drama', 'History']",Medium,2017
23-12-2009,3 Idiots,52.46,1789,8,"['Drama', 'Comedy']",High,2009
05-04-1984,The NeverEnding Story,52.458,3210,7.2,"['Drama', 'Family', 'Fantasy', 'Adventure']",High,1984
22-10-1982,First Blood,52.454,4836,7.4,"['Action', 'Adventure', 'Thriller', 'War']",High,1982
26-10-1984,The Terminator,52.452,10257,7.6,"['Action', 'Thriller', 'ScienceFiction']",High,1984
07-02-2020,365 Days,52.418,6540,7,"['Drama', 'Romance']",Medium,2020
09-11-2019,The Jack in the Box,52.371,134,5.6,['Horror'],Medium,2019
25-02-2015,Focus,52.358,6594,6.9,"['Romance', 'Comedy', 'Crime', 'Drama']",Medium,2015
30-04-2004,Mean Girls,52.352,7066,7.2,['Comedy'],High,2004
25-02-2016,Gods of Egypt,52.345,3399,5.6,"['Action', 'Adventure', 'Fantasy']",Medium,2016
19-09-2019,Abominable,52.312,1594,7.6,"['Family', 'Animation', 'Adventure', 'Comedy']",High,2019
12-02-2021,To All the Boys: Always and Forever,52.263,1522,7.7,"['Romance', 'Comedy', 'Drama']",High,2021
27-05-2021,Endangered Species,52.255,109,6.1,"['Thriller', 'Action']",Medium,2021
24-02-2017,Get Out,52.229,13883,7.6,"['Mystery', 'Thriller', 'Horror']",High,2017
16-04-2012,Safe,52.198,1935,6.4,"['Action', 'Crime', 'Thriller']",Medium,2012
18-06-2009,Year One,52.174,1499,4.9,"['Comedy', 'Adventure']",Low,2009
29-03-2017,Ghost in the Shell,52.091,6942,6,"['ScienceFiction', 'Action']",Medium,2017
02-09-2013,Riddick,52.089,3378,6.3,"['ScienceFiction', 'Action', 'Thriller']",Medium,2013
19-09-2015,The Anthem of the Heart,52.066,284,7.6,"['Animation', 'Drama', 'Music', 'Romance']",High,2015
14-09-2010,Barbie: A Fashion Fairytale,52.037,578,7.2,"['Family', 'Animation']",High,2010
07-08-2002,Spy Kids 2: The Island of Lost Dreams,52.008,1740,5.6,"['Action', 'Adventure', 'Family', 'Comedy']",Medium,2002
09-07-2015,Containment,51.99,148,5.9,"['Thriller', 'Horror', 'ScienceFiction']",Medium,2015
18-03-2021,Secret Magic Control Agency,51.959,224,7.2,"['Animation', 'Comedy', 'Fantasy']",High,2021
18-09-1998,Rush Hour,51.951,3590,7,"['Action', 'Comedy', 'Crime']",Medium,1998
26-09-2014,Outcast,51.919,370,5,['Action'],Low,2014
27-09-2019,The Legend of the Galactic Heroes: Die Neue These Seiran 1,51.869,13,8,"['Animation', 'ScienceFiction']",High,2019
17-04-2009,State of Play,51.845,1505,6.8,"['Thriller', 'Drama']",Medium,2009
01-10-2021,Puff: Wonders of the Reef,51.844,52,7.8,['Documentary'],High,2021
15-01-2015,Tracers,51.778,963,6,['Action'],Medium,2015
15-03-2015,The Corpse of Anna Fritz,51.76,444,7,"['Drama', 'Thriller']",Medium,2015
28-10-2005,Saw II,51.743,4109,6.6,['Horror'],Medium,2005
03-07-2013,The Lone Ranger,51.712,5029,6.1,"['Action', 'Adventure', 'Western']",Medium,2013
08-10-2021,Muppets Haunted Mansion,51.651,119,6.7,"['Comedy', 'Family', 'TVMovie']",Medium,2021
08-08-2003,Jeepers Creepers 2,51.6,1184,6.1,['Horror'],Medium,2003
21-08-1998,Blade,51.569,4692,6.7,"['Horror', 'Action']",Medium,1998
07-08-2013,Elysium,51.533,7365,6.5,"['ScienceFiction', 'Action', 'Drama', 'Thriller']",Medium,2013
15-04-2021,Ride or Die,51.532,99,6.5,"['Drama', 'Romance', 'Thriller']",Medium,2021
15-09-2011,Johnny English Reborn,51.514,2650,6.2,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",Medium,2011
14-03-2006,Barbie Fairytopia: Mermaidia,51.482,543,6.8,"['Animation', 'Family', 'Adventure', 'Fantasy']",Medium,2006
04-06-2015,Insidious: Chapter 3,51.479,2704,6.3,"['Horror', 'Drama', 'Thriller']",Medium,2015
21-02-2013,3096 Days,51.377,654,7.5,['Drama'],High,2013
29-07-1989,Kiki's Delivery Service,51.313,2931,7.8,"['Animation', 'Family', 'Fantasy', 'Adventure']",High,1989
31-08-2006,Little Man,51.301,1299,5.9,"['Comedy', 'Crime']",Medium,2006
24-05-1988,Rambo III,51.288,2392,6.1,"['Action', 'Adventure', 'Thriller', 'War']",Medium,1988
07-05-2015,Pitch Perfect 2,51.28,4734,6.9,"['Comedy', 'Music']",Medium,2015
10-10-2014,Whiplash,51.21,11923,8.4,"['Drama', 'Music']",High,2014
10-10-2006,Pan's Labyrinth,51.209,8780,7.7,"['Fantasy', 'Drama', 'War']",High,2006
15-07-2017,No Game No Life: Zero,51.181,275,7.9,"['Animation', 'Action', 'Drama']",High,2017
28-02-2012,Justice League: Doom,51.175,653,7.5,"['Action', 'Animation', 'ScienceFiction']",High,2012
29-07-2011,The Smurfs,51.168,3102,5.8,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Medium,2011
04-04-2019,Missing Link,51.162,658,7,"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']",Medium,2019
02-08-1996,Matilda,51.131,3452,7.1,"['Comedy', 'Family', 'Fantasy']",High,1996
17-10-1997,The Devil's Advocate,51.12,4576,7.4,"['Drama', 'Mystery', 'Thriller', 'Horror']",High,1997
20-08-2014,Sin City: A Dame to Kill For,51.117,3145,6.4,"['Crime', 'Action', 'Thriller']",Medium,2014
14-07-2021,The Medium,51.095,254,7.1,"['Horror', 'Thriller']",High,2021
01-07-2001,Jeepers Creepers,51.089,2211,6.4,"['Horror', 'Thriller']",Medium,2001
12-01-2012,Contraband,51.037,1702,6.3,"['Thriller', 'Action', 'Drama', 'Crime']",Medium,2012
02-12-2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,51.025,4636,6.4,"['Adventure', 'Family', 'Fantasy']",Medium,2010
05-10-2019,Black Fox,51,20,7,"['Animation', 'Action', 'Drama', 'ScienceFiction']",Medium,2019
30-09-2001,Barbie in the Nutcracker,50.982,849,6.8,"['Animation', 'Family']",Medium,2001
12-11-2021,Belfast,50.971,414,7.2,['Drama'],High,2021
29-07-2021,Stillwater,50.96,556,6.8,"['Drama', 'Crime', 'Thriller']",Medium,2021
03-08-2001,Rush Hour 2,50.914,3097,6.7,"['Action', 'Comedy', 'Crime']",Medium,2001
15-07-2021,The Night House,50.912,531,6.7,"['Horror', 'Thriller', 'Mystery']",Medium,2021
26-08-2017,Fate/kaleid liner Prisma☆Illya: Vow in the Snow,50.903,17,6.8,"['Action', 'Animation', 'Drama', 'Fantasy']",Medium,2017
13-01-2022,Gold,50.854,114,6.5,"['Thriller', 'Action']",Medium,2022
24-07-2019,Once Upon a Time… in Hollywood,50.814,10138,7.4,"['Comedy', 'Drama', 'Thriller']",High,2019
24-12-2008,Bedtime Stories,50.812,2347,6.1,"['Fantasy', 'Comedy', 'Family', 'Romance']",Medium,2008
06-03-2006,The Wild,50.798,824,5.5,"['Family', 'Animation']",Medium,2006
11-12-2018,Once Upon a Deadpool,50.783,555,7.1,"['Comedy', 'Action']",High,2018
16-09-2010,Easy A,50.759,5855,6.8,['Comedy'],Medium,2010
14-09-1977,Spider-Man,50.753,77,5.5,"['ScienceFiction', 'Action', 'Crime', 'TVMovie']",Medium,1977
16-07-2021,Deep,50.744,68,6.4,"['ScienceFiction', 'Thriller']",Medium,2021
01-04-2016,God's Not Dead 2,50.742,318,6.1,['Drama'],Medium,2016
20-07-2017,Valerian and the City of a Thousand Planets,50.723,6279,6.6,"['Adventure', 'ScienceFiction', 'Action']",Medium,2017
14-05-2021,I Am All Girls,50.709,188,6.7,"['Crime', 'Drama', 'Mystery', 'Thriller']",Medium,2021
15-07-1995,Whisper of the Heart,50.704,1394,7.9,"['Animation', 'Drama', 'Family']",High,1995
23-01-2013,Parker,50.696,2543,6,"['Action', 'Crime']",Medium,2013
24-02-2022,Gangubai Kathiawadi,50.682,17,8.2,"['Crime', 'Drama']",High,2022
08-08-2007,Rush Hour 3,50.569,2413,6.4,"['Action', 'Comedy', 'Crime']",Medium,2007
03-03-2021,Moxie,50.487,610,7.4,"['Comedy', 'Drama', 'Music']",High,2021
16-10-2006,Transformers: Beginnings,50.484,204,6.9,"['Animation', 'Action', 'Thriller', 'ScienceFiction']",Medium,2006
24-09-2021,The Guilty,50.423,1533,6.4,"['Drama', 'Thriller']",Medium,2021
25-12-2002,Catch Me If You Can,50.341,12227,8,"['Drama', 'Crime']",High,2002
17-07-2002,Undisputed,50.314,526,6.5,"['Action', 'Adventure', 'Drama', 'Thriller']",Medium,2002
03-09-2013,Empire State,50.286,545,5.3,"['Action', 'Drama']",Medium,2013
08-06-2007,Hostel: Part II,50.259,1540,5.8,['Horror'],Medium,2007
15-10-2014,10.0 Earthquake,50.233,87,4.9,"['Drama', 'Adventure', 'Action']",Low,2014
25-01-2002,A Walk to Remember,50.217,3453,7.7,"['Drama', 'Romance']",High,2002
11-07-2008,Hellboy II: The Golden Army,50.211,4207,6.7,"['Action', 'Adventure', 'Mystery', 'Fantasy']",Medium,2008
30-07-2009,Funny People,50.176,1014,5.8,"['Comedy', 'Drama']",Medium,2009
17-12-2011,Dragon Ball: Episode of Bardock,50.149,303,6.8,"['Action', 'Animation', 'ScienceFiction']",Medium,2011
16-07-1988,Akira,50.144,3022,8,"['Animation', 'ScienceFiction', 'Action']",High,1988
16-06-2022,Minions: The Rise of Gru,50.118,0,0,"['Family', 'Animation', 'Action', 'Adventure', 'Comedy']",,2022
24-07-2009,The Ugly Truth,50.063,2938,6.5,"['Comedy', 'Romance']",Medium,2009
21-11-2003,The Cat in the Hat,50.026,1288,5.3,"['Comedy', 'Adventure', 'Family', 'Fantasy']",Medium,2003
17-12-2007,Virgin Territory,49.99,234,4.5,"['Adventure', 'Action', 'Comedy', 'Romance']",Low,2007
17-07-2009,(500) Days of Summer,49.96,8198,7.3,"['Comedy', 'Drama', 'Romance']",High,2009
10-09-2017,Disobedience,49.958,902,6.9,"['Drama', 'Romance']",Medium,2017
11-08-2005,The Protector,49.915,620,7.1,"['Action', 'Crime', 'Drama', 'Thriller']",High,2005
28-01-2015,Project Almanac,49.903,2081,6.6,"['ScienceFiction', 'Thriller', 'Drama']",Medium,2015
12-08-2021,Respect,49.887,178,6.7,"['Music', 'Drama', 'History']",Medium,2021
16-12-2016,Fences,49.837,2137,6.8,['Drama'],Medium,2016
06-11-2019,Midway,49.811,1808,7.1,"['War', 'History', 'Action', 'Drama']",High,2019
14-09-2017,Leatherface,49.774,971,5.5,"['Horror', 'Thriller', 'Mystery']",Medium,2017
02-08-1986,Castle in the Sky,49.745,3097,8,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",High,1986
18-11-2010,The Next Three Days,49.733,2311,7.1,"['Romance', 'Drama', 'Thriller', 'Crime']",High,2010
21-06-2019,Twilight,49.714,15,6.5,"['Animation', 'Drama']",Medium,2019
06-08-2021,John and the Hole,49.709,28,6.1,"['Thriller', 'Drama', 'Mystery']",Medium,2021
26-09-2008,Fireproof,49.679,503,7.4,"['Drama', 'Romance']",High,2008
15-01-2009,Paul Blart: Mall Cop,49.675,2017,5.4,"['Action', 'Adventure', 'Comedy', 'Family']",Medium,2009
25-07-2003,Spy Kids 3-D: Game Over,49.656,1764,5.1,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']",Medium,2003
01-01-2021,The Ogglies: Welcome to Smelliville,49.618,43,7.3,"['Animation', 'Drama', 'Adventure', 'Family']",High,2021
25-11-2021,"Diego, The Last Goodbye",49.606,2,6,['Documentary'],Medium,2021
27-09-2003,Barbie of Swan Lake,49.588,898,7,"['Animation', 'Family']",Medium,2003
01-11-2014,Dragons: Dawn Of The Dragon Racers,49.56,265,7.2,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",High,2014
26-01-2006,Fearless,49.521,971,7.5,"['Drama', 'Action']",High,2006
07-03-2022,The Fourth Musketeer,49.462,1,6,"['Action', 'Adventure']",Medium,2022
05-07-2001,Shaolin Soccer,49.401,1633,7,"['Action', 'Comedy']",Medium,2001
20-12-2012,Chinese Zodiac,49.395,630,6.2,"['Action', 'Adventure']",Medium,2012
18-10-2018,Halloween,49.34,3748,6.5,"['Horror', 'Thriller']",Medium,2018
05-06-2021,The Forgotten Battle,49.317,359,7.2,"['War', 'History', 'Drama']",High,2021
21-06-1996,The Hunchback of Notre Dame,49.284,4118,7.1,"['Drama', 'Animation', 'Family']",High,1996
01-01-2004,Scandalous Sex,49.273,77,7.2,['Drama'],High,2004
02-11-2011,Tower Heist,49.227,2385,6,"['Action', 'Comedy']",Medium,2011
12-07-1997,Princess Mononoke,49.163,6148,8.4,"['Adventure', 'Fantasy', 'Animation']",High,1997
04-04-2019,Pet Sematary,49.148,2643,5.7,"['Horror', 'Thriller']",Medium,2019
24-07-2020,Don't Listen,49.134,561,6.5,"['Drama', 'Horror', 'Thriller']",Medium,2020
